year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2000,12468,62,3600,Service,48,,Full-Time,Female,High School,Separated
2000,4987,40,3730,Service,38,0,Full-Time,Female,Bachelor,Married
2000,14131,42,9120,Transportation,35,1,Full-Time,Female,High School,Never Married
2000,,47,3955,Service,32,6,Full-Time,Female,High School,Married
2000,,53,2630,Professional,46,,Full-Time,Female,Junior College,Never Married
2000,,64,6355,Construction/Extraction,49,3,Retired,Male,High School,Divorced
2000,44887,40,5000,Office and Administrative Support,46,2,Full-Time,Male,High School,Divorced
2000,24937,39,6260,Construction/Extraction,28,0,Full-Time,Male,High School,Married
2000,,46,2000,Professional,51,3,Part-Time,Female,Less Than High School,Divorced
2000,12468,46,8965,Production,35,3,Full-Time,Male,Less Than High School,Married
2000,36575,61,7000,"Installation, Maintenance, and Repair",43,0,Full-Time,Male,Graduate,Never Married
2000,12468,46,5820,Office and Administrative Support,37,0,Full-Time,Female,High School,Separated
2000,21612,53,4760,Sales,31,1,Full-Time,Male,Bachelor,Divorced
2000,1330,51,3830,Service,49,0,Part-Time,Female,Junior College,Divorced
2000,,38,4760,Sales,31,1,Full-Time,Male,High School,Married
2000,44887,50,2825,Professional,46,0,Full-Time,Male,Bachelor,Divorced
2000,14131,46,2200,Professional,74,3,Part-Time,Female,Graduate,Married
2000,21612,42,5820,Office and Administrative Support,37,1,Full-Time,Female,High School,Separated
2000,21612,47,3255,Professional,64,1,Full-Time,Female,Junior College,Married
2000,2992,45,4050,Service,21,2,Part-Time,Female,High School,Married
2000,134018,45,2310,Professional,61,1,Full-Time,Female,Graduate,Married
2000,10806,40,5940,Office and Administrative Support,17,1,Part-Time,Female,Bachelor,Married
2000,12468,44,6720,Construction/Extraction,47,5,Full-Time,Female,High School,Widowed
2000,1330,35,4600,Service,35,8,Housekeeper,Female,Less Than High School,Never Married
2000,,50,5610,Office and Administrative Support,35,3,Other,Female,Less Than High School,Divorced
2000,,37,4230,Service,25,4,Part-Time,Female,High School,Never Married
2000,21612,37,3710,Service,66,2,Full-Time,Male,High School,Married
2000,36575,56,7700,Production,50,2,Full-Time,Male,High School,Married
2000,15793,57,2630,Professional,46,2,Part-Time,Female,High School,Divorced
2000,14131,44,350,Business/Finance,64,3,Full-Time,Female,Junior College,Separated
2000,36575,38,8740,Production,39,0,Full-Time,Male,High School,Divorced
2000,9143,60,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2000,24937,35,5700,Office and Administrative Support,47,2,Temporarily Not Working,Female,Bachelor,Married
2000,29925,49,430,Business/Finance,39,3,Full-Time,Male,High School,Married
2000,24937,37,3245,Professional,62,2,Full-Time,Female,Graduate,Married
2000,9143,61,3600,Service,48,2,Full-Time,Male,High School,Married
2000,,63,,,,0,Housekeeper,Female,High School,Married
2000,2327,62,3600,Service,48,4,Full-Time,Female,Less Than High School,Divorced
2000,7481,41,4760,Sales,31,4,Part-Time,Female,Less Than High School,Married
2000,29925,47,5550,Office and Administrative Support,45,3,Full-Time,Male,High School,Divorced
2000,1330,40,2430,Professional,55,0,Full-Time,Female,Graduate,Never Married
2000,14131,57,4220,Service,24,2,Full-Time,Male,Junior College,Married
2000,15793,56,6320,Construction/Extraction,42,2,Full-Time,Male,High School,Divorced
2000,10806,44,4600,Service,35,2,Full-Time,Female,High School,Married
2000,21612,57,220,Business/Finance,53,1,Full-Time,Male,High School,Married
2000,18287,37,310,Business/Finance,39,0,Full-Time,Male,Bachelor,Married
2000,10806,52,5240,Office and Administrative Support,31,2,Full-Time,Female,High School,Married
2000,36575,45,425,Business/Finance,58,2,Full-Time,Female,High School,Divorced
2000,24937,63,220,Business/Finance,53,2,Full-Time,Male,Less Than High School,Married
2000,36575,36,3850,Service,60,2,Full-Time,Male,Junior College,Married
2000,,54,205,Business/Finance,46,0,Other,Male,High School,Divorced
2000,,62,9000,Transportation,45,2,Retired,Male,High School,Married
2000,134018,52,4700,Sales,38,3,Full-Time,Male,High School,Separated
2000,66500,49,120,Business/Finance,53,6,Full-Time,Male,Bachelor,Married
2000,7481,42,630,Business/Finance,47,5,Part-Time,Female,High School,Married
2000,18287,54,810,Business/Finance,55,2,Full-Time,Male,High School,Married
2000,36575,53,2200,Professional,74,4,Temporarily Not Working,Male,High School,Married
2000,36575,36,540,Business/Finance,46,2,Full-Time,Male,Bachelor,Married
2000,5985,48,4060,Service,24,2,Part-Time,Female,Less Than High School,Married
2000,21612,36,9040,Transportation,66,5,Housekeeper,Female,High School,Married
2000,21612,43,1010,Professional,63,1,Full-Time,Female,High School,Married
2000,24937,51,1550,Professional,50,0,Full-Time,Female,Bachelor,Married
2000,,56,810,Business/Finance,55,5,Full-Time,Male,High School,Married
2000,5985,43,4030,Service,21,4,Part-Time,Female,High School,Married
2000,18287,58,9130,Transportation,35,0,Part-Time,Male,Less Than High School,Married
2000,36575,52,8040,Production,32,2,Full-Time,Male,High School,Married
2000,134018,56,4810,Sales,47,0,Full-Time,Male,Bachelor,Never Married
2000,44887,45,4850,Sales,45,4,Full-Time,Male,High School,Married
2000,18287,46,3600,Service,48,1,Part-Time,Female,Junior College,Widowed
2000,9143,36,2540,Professional,48,2,Full-Time,Female,High School,Married
2000,9143,44,4250,Service,37,4,Full-Time,Male,Less Than High School,Divorced
2000,2327,44,9620,Transportation,25,1,Full-Time,Male,High School,Divorced
2000,21612,35,4010,Service,38,0,Full-Time,Male,Junior College,Never Married
2000,9143,47,4110,Service,31,2,"Unemployed, Laid Off",Female,Bachelor,Divorced
2000,4987,54,5240,Office and Administrative Support,31,4,Full-Time,Female,High School,Divorced
2000,7481,45,2330,Professional,61,3,Full-Time,Female,High School,Married
2000,10806,38,6230,Construction/Extraction,44,3,Full-Time,Male,High School,Married
2000,7481,44,8965,Production,35,0,Full-Time,Female,High School,Divorced
2000,21612,39,120,Business/Finance,53,0,Full-Time,Male,Bachelor,Never Married
2000,,50,4010,Service,38,1,Full-Time,Male,Bachelor,Divorced
2000,4322,48,2540,Professional,48,4,Full-Time,Female,High School,Divorced
2000,12468,61,3600,Service,48,4,Full-Time,Female,Less Than High School,Married
2000,29925,47,800,Business/Finance,60,0,Full-Time,Male,Bachelor,Never Married
2000,12468,44,4120,Service,34,1,Full-Time,Female,Bachelor,Married
2000,7481,44,1550,Professional,50,3,Full-Time,Male,Junior College,Separated
2000,,45,1410,Professional,73,0,Full-Time,Male,Graduate,Married
2000,,61,,,,4,Housekeeper,Female,High School,Married
2000,,38,120,Business/Finance,53,0,Full-Time,Female,Graduate,Never Married
2000,,63,4740,Sales,24,2,Part-Time,Female,Less Than High School,Married
2000,12468,36,,,,8,Housekeeper,Female,High School,Married
2000,18287,46,3620,Service,55,1,Full-Time,Female,High School,Never Married
2000,18287,36,2040,Professional,66,3,Full-Time,Male,Bachelor,Married
2000,7481,38,9120,Transportation,35,2,Full-Time,Female,High School,Married
2000,9143,46,6230,Construction/Extraction,44,2,Other,Male,Less Than High School,Married
2000,,47,9640,Transportation,22,2,Other,Female,High School,Widowed
2000,,45,6230,Construction/Extraction,44,2,Full-Time,Male,High School,Divorced
2000,18287,38,4250,Service,37,1,Full-Time,Male,High School,Divorced
2000,24937,53,7330,"Installation, Maintenance, and Repair",38,1,Full-Time,Male,High School,Divorced
2000,3657,37,6260,Construction/Extraction,28,1,"Unemployed, Laid Off",Male,Less Than High School,Separated
2000,14131,40,4720,Sales,28,0,Full-Time,Female,High School,Never Married
2000,,42,2320,Professional,64,3,Part-Time,Female,Bachelor,Married
2000,4322,62,4965,Sales,31,4,Part-Time,Female,Junior College,Married
2000,134018,44,10,Business/Finance,72,2,Full-Time,Male,Graduate,Married
2000,15793,37,20,Business/Finance,50,0,Full-Time,Female,High School,Separated
2000,134018,49,10,Business/Finance,72,2,Full-Time,Male,Graduate,Married
2000,29925,46,800,Business/Finance,60,2,Full-Time,Female,Bachelor,Separated
2000,9143,41,9130,Transportation,35,2,Housekeeper,Male,High School,Married
2000,10806,39,4110,Service,31,1,Part-Time,Female,High School,Separated
2000,,59,5320,Office and Administrative Support,25,2,Retired,Female,High School,Married
2000,44887,51,350,Business/Finance,64,3,Full-Time,Female,Junior College,Married
2000,9143,46,4220,Service,24,2,Part-Time,Male,Less Than High School,Divorced
2000,36575,37,7330,"Installation, Maintenance, and Repair",38,2,Full-Time,Male,High School,Married
2000,7481,52,4250,Service,37,2,Full-Time,Male,Less Than High School,Never Married
2000,,60,9620,Transportation,25,8,Housekeeper,Male,Less Than High School,Married
2000,21612,61,5860,Office and Administrative Support,32,4,Full-Time,Female,High School,Divorced
2000,66500,59,10,Business/Finance,72,3,Full-Time,Male,Graduate,Married
2000,,45,,,,3,School,Female,Bachelor,Divorced
2000,36575,53,7700,Production,50,1,Full-Time,Male,High School,Married
2000,29925,45,2320,Professional,64,3,Full-Time,Male,Graduate,Married
2000,333,39,710,Business/Finance,51,2,Part-Time,Female,Bachelor,Married
2000,18287,55,1010,Professional,63,0,Full-Time,Female,Junior College,Married
2000,29925,52,800,Business/Finance,60,2,Full-Time,Male,Graduate,Married
2000,21612,60,2310,Professional,61,0,Full-Time,Female,Bachelor,Married
2000,,60,4710,Sales,48,2,Retired,Male,High School,Married
2000,12468,48,3900,Service,38,4,Full-Time,Male,Junior College,Married
2000,,50,4610,Service,48,2,Full-Time,Male,High School,Married
2000,,37,4020,Service,33,3,Full-Time,Female,High School,Divorced
2000,,58,2000,Professional,51,8,Full-Time,Female,,Divorced
2000,1330,37,4230,Service,25,3,Part-Time,Female,Less Than High School,Married
2000,,59,7840,Production,30,1,Other,Female,High School,Divorced
2000,,47,6440,Construction/Extraction,43,5,Other,Male,Less Than High School,Married
2000,18287,44,8320,Production,32,2,Temporarily Not Working,Female,Junior College,Divorced
2000,18287,41,4700,Sales,38,0,Full-Time,Male,Junior College,Never Married
2000,18287,55,8810,Production,32,2,Full-Time,Male,High School,Married
2000,44887,38,1350,Professional,71,2,Full-Time,Male,Bachelor,Married
2000,21612,49,2340,Professional,38,1,Full-Time,Male,Junior College,Divorced
2000,7481,35,2750,Professional,51,2,Part-Time,Male,Bachelor,Married
2000,,63,2320,Professional,64,1,Retired,Male,Graduate,Divorced
2000,24937,41,8460,Production,33,1,Full-Time,Male,Less Than High School,Divorced
2000,,40,4760,Sales,31,1,Housekeeper,Female,Less Than High School,Married
2000,12468,56,4760,Sales,31,3,Full-Time,Female,High School,Divorced
2000,,42,4040,Service,32,0,Part-Time,Female,High School,Divorced
2000,54862,42,230,Business/Finance,59,1,Full-Time,Female,Junior College,Divorced
2000,29925,50,2310,Professional,61,0,Full-Time,Female,Bachelor,Divorced
2000,21612,43,5940,Office and Administrative Support,17,0,Full-Time,Female,Bachelor,Never Married
2000,15793,44,3600,Service,48,4,Full-Time,Female,High School,Married
2000,15793,46,2310,Professional,61,3,Temporarily Not Working,Female,Bachelor,Married
2000,29925,44,2710,Professional,58,2,Full-Time,Male,Bachelor,Married
2000,66500,39,1410,Professional,73,2,Full-Time,Male,Junior College,Married
2000,134018,51,430,Business/Finance,39,0,Full-Time,Female,Graduate,Married
2000,,61,,,,2,Housekeeper,Female,Graduate,Married
2000,24937,56,7700,Production,50,0,Full-Time,Male,Bachelor,Married
2000,,50,3655,Service,49,0,Other,Female,Graduate,Never Married
2000,10806,49,8800,Production,24,,Full-Time,Male,High School,Divorced
2000,,50,4230,Service,25,0,Other,Female,High School,Divorced
2000,7481,35,2320,Professional,64,0,School,Female,Bachelor,Never Married
2000,14131,61,3600,Service,48,4,Full-Time,Female,Less Than High School,Separated
2000,66500,56,410,Business/Finance,41,0,Full-Time,Male,Bachelor,Married
2000,24937,35,2840,Professional,55,0,Full-Time,Female,Bachelor,Married
2000,134018,46,1020,Professional,60,0,Full-Time,Male,Bachelor,Married
2000,7481,39,2200,Professional,74,2,Part-Time,Male,Graduate,Married
2000,,41,1020,Professional,60,0,Full-Time,Female,Bachelor,Married
2000,5985,47,4600,Service,35,3,Full-Time,Female,Less Than High School,Married
2000,7481,42,3600,Service,48,2,Full-Time,Female,High School,Divorced
2000,44887,37,220,Business/Finance,53,1,Full-Time,Male,High School,Married
2000,9143,40,3800,Service,40,1,Housekeeper,Female,Junior College,Married
2000,,50,9620,Transportation,25,0,Other,Male,Less Than High School,Never Married
2000,4322,42,4700,Sales,38,0,Full-Time,Male,High School,Never Married
2000,14131,43,5120,Office and Administrative Support,45,2,Part-Time,Female,High School,Married
2000,36575,41,1300,Professional,73,2,Full-Time,Male,Bachelor,Divorced
2000,66500,61,230,Business/Finance,59,0,Full-Time,Male,Graduate,Never Married
2000,15793,49,4700,Sales,38,2,Full-Time,Female,Bachelor,Married
2000,9143,59,2310,Professional,61,5,Housekeeper,Female,Graduate,Married
2000,,39,,,,2,Housekeeper,Female,High School,Divorced
2000,44887,35,4600,Service,35,2,Full-Time,Female,High School,Never Married
2000,10806,37,6515,Construction/Extraction,36,2,Housekeeper,Male,High School,Separated
2000,18287,41,9620,Transportation,25,0,Full-Time,Male,Junior College,Never Married
2000,21612,44,7200,"Installation, Maintenance, and Repair",45,2,Full-Time,Male,High School,Divorced
2000,3657,37,800,Business/Finance,60,1,Part-Time,Female,Bachelor,Married
2000,44887,47,430,Business/Finance,39,2,Full-Time,Male,Junior College,Married
2000,18287,38,7720,Production,27,1,Full-Time,Female,High School,Married
2000,,51,9640,Transportation,22,2,Housekeeper,Female,High School,Married
2000,,63,8950,Production,29,6,Housekeeper,Female,High School,Married
2000,44887,58,9240,Transportation,51,3,Full-Time,Male,High School,Married
2000,21612,56,9610,Transportation,22,1,Full-Time,Female,High School,Divorced
2000,24937,42,3910,Service,50,0,Full-Time,Male,Junior College,Never Married
2000,,58,4760,Sales,31,3,Part-Time,Female,High School,Married
2000,7481,36,3255,Professional,64,3,Part-Time,Female,Junior College,Married
2000,54862,44,7700,Production,50,2,Full-Time,Male,High School,Married
2000,4987,41,4220,Service,24,3,Part-Time,Female,Less Than High School,Married
2000,18287,52,5700,Office and Administrative Support,47,1,Full-Time,Female,High School,Divorced
2000,29925,53,4710,Sales,48,2,Full-Time,Male,Bachelor,Separated
2000,29925,52,9750,Transportation,26,3,Full-Time,Male,High School,Married
2000,36575,54,2310,Professional,61,0,Full-Time,Female,Graduate,Never Married
2000,5985,42,4230,Service,25,2,Full-Time,Female,High School,Married
2000,18287,37,6050,"Farming, Fishing, and Forestry",27,1,Full-Time,Female,High School,Married
2000,9143,39,7750,Production,35,3,"Unemployed, Laid Off",Female,Less Than High School,Married
2000,9143,36,4230,Service,25,0,Housekeeper,Female,High School,Married
2000,,53,4220,Service,24,8,Temporarily Not Working,Male,High School,Married
2000,4322,51,4610,Service,48,1,Part-Time,Female,High School,Divorced
2000,,40,4510,Service,36,2,School,Female,High School,Married
2000,5985,44,3930,Service,34,0,Full-Time,Male,Less Than High School,Married
2000,10806,39,3930,Service,34,2,Full-Time,Female,Bachelor,Divorced
2000,1330,45,2540,Professional,48,0,Part-Time,Female,High School,Married
2000,44887,61,7700,Production,50,2,Retired,Male,High School,Married
2000,9143,56,6230,Construction/Extraction,44,2,Full-Time,Male,High School,Married
2000,18287,38,5360,Office and Administrative Support,36,2,Full-Time,Female,High School,Married
2000,21612,36,3255,Professional,64,2,Full-Time,Female,Junior College,Separated
2000,9143,41,10,Business/Finance,72,3,Full-Time,Female,High School,Married
2000,18287,36,6440,Construction/Extraction,43,3,Full-Time,Male,High School,Married
2000,,42,5000,Office and Administrative Support,46,0,Other,Male,Less Than High School,Divorced
2000,14131,43,6420,Construction/Extraction,35,1,Full-Time,Male,Less Than High School,Married
2000,54862,63,2200,Professional,74,2,Full-Time,Male,Graduate,Married
2000,21612,46,7030,"Installation, Maintenance, and Repair",60,3,Full-Time,Female,High School,Married
2000,24937,40,1105,Professional,61,0,Full-Time,Male,Junior College,Never Married
2000,66500,40,2100,Professional,69,1,Full-Time,Male,Graduate,Married
2000,,40,6230,Construction/Extraction,44,3,Full-Time,Male,Less Than High School,Married
